ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,date,click_anomaly,conversion_anomaly,audience_cluster_key,audience_cluster_label,audience_cluster_frequency,trend_keyword,ctr,conversion_rate,cpc,cpa,revenue,roas
709326,2017-08-18,2017-08-18,916,104013,35-39,M,16,22,22,12190,2,3.049999952,1,0,2017-08-18,False,False,16_22_22,cluster_193,5,,0.00016406890894175554,0.0,1.524999976,0.0,0.0,0.0
709327,2017-08-18,2017-08-18,916,104013,35-39,M,16,22,20,12193,2,3.059999943,1,1,2017-08-18,False,False,16_22_20,cluster_192,4,,0.0001640285409661281,0.5,1.5299999715,3.059999943,20.0,6.535947834166349
709328,2017-08-18,2017-08-18,916,104013,35-39,M,16,19,18,3332,0,0.0,1,1,2017-08-18,False,True,16_19_18,cluster_173,4,,0.0,0.0,0.0,0.0,20.0,0.0
709455,2017-08-18,2017-08-18,916,104034,35-39,M,7,12,10,559,0,0.0,1,0,2017-08-18,False,False,7_12_10,cluster_776,1,,0.0,0.0,0.0,0.0,0.0,0.0
709544,2017-08-18,2017-08-18,916,104049,35-39,M,29,33,32,7440,2,2.980000019,1,1,2017-08-18,False,False,29_33_32,cluster_508,1,,0.00026881720430107527,0.5,1.4900000095,2.980000019,20.0,6.7114093531822885
709614,2017-08-19,2017-08-19,916,104061,40-44,M,16,19,20,19113,4,5.5200001,1,0,2017-08-19,False,False,16_19_20,cluster_175,4,,0.00020928164076806363,0.0,1.380000025,0.0,0.0,0.0
709756,2017-08-19,2017-08-19,916,104085,40-44,M,16,21,21,10976,2,1.690000057,1,1,2017-08-19,False,False,16_21_21,cluster_187,2,,0.00018221574344023323,0.5,0.8450000285,1.690000057,20.0,11.834319127481544
709761,2017-08-18,2017-08-18,916,104085,40-44,M,16,19,20,2861,0,0.0,1,0,2017-08-18,False,False,16_19_20,cluster_175,4,,0.0,0.0,0.0,0.0,0.0,0.0
709899,2017-08-18,2017-08-18,916,104108,40-44,M,15,18,20,1398,0,0.0,1,1,2017-08-18,False,True,15_18_20,cluster_144,3,,0.0,0.0,0.0,0.0,20.0,0.0
709901,2017-08-18,2017-08-18,916,104109,40-44,M,16,18,20,23817,7,8.470000148,1,1,2017-08-18,False,False,16_18_20,cluster_169,2,,0.0002939077129781249,0.14285714285714285,1.2100000211428572,8.470000148,20.0,2.361275047288228
710045,2017-08-17,2017-08-17,916,104133,45-49,M,16,22,17,47224,12,15.82000017,1,0,2017-08-17,False,False,16_22_17,cluster_189,8,,0.00025410808063696424,0.0,1.3183333475,0.0,0.0,0.0
710088,2017-08-17,2017-08-17,916,104140,45-49,M,24,26,27,2283,1,1.470000029,1,0,2017-08-17,False,False,24_26_27,cluster_356,2,,0.0004380201489268506,0.0,1.470000029,0.0,0.0,0.0
710360,2017-08-17,2017-08-17,916,104185,45-49,M,21,26,24,2182,1,1.529999971,1,1,2017-08-17,False,False,21_26_24,cluster_291,1,,0.00045829514207149406,1.0,1.529999971,1.529999971,20.0,13.071895672604558
710477,2017-08-17,2017-08-17,916,104205,30-34,F,16,19,19,2654,0,0.0,1,1,2017-08-17,False,True,16_19_19,cluster_174,3,,0.0,0.0,0.0,0.0,20.0,0.0
710480,2017-08-17,2017-08-17,916,104205,30-34,F,16,21,20,57665,14,18.06999969,1,1,2017-08-17,False,False,16_21_20,cluster_186,5,,0.00024278158328275385,0.07142857142857142,1.2907142635714286,18.06999969,20.0,1.1068068811903782
710571,2017-08-18,2017-08-18,916,104220,30-34,F,32,37,38,3091,1,1.610000014,1,1,2017-08-18,False,False,32_37_38,cluster_615,1,,0.00032351989647363315,1.0,1.610000014,1.610000014,20.0,12.422360140426683
710617,2017-08-18,2017-08-18,916,104228,30-34,F,15,19,16,5014,1,1.190000057,1,0,2017-08-18,False,False,15_19_16,cluster_146,2,,0.00019944156362185878,0.0,1.190000057,0.0,0.0,0.0
710623,2017-08-18,2017-08-18,916,104229,30-34,F,16,19,20,38726,7,9.220000267,1,0,2017-08-18,False,False,16_19_20,cluster_175,4,,0.00018075711408356142,0.0,1.3171428952857143,0.0,0.0,0.0
710628,2017-08-17,2017-08-17,916,104230,30-34,F,18,24,22,1473,0,0.0,1,0,2017-08-17,False,False,18_24_22,cluster_218,3,,0.0,0.0,0.0,0.0,0.0,0.0
710682,2017-08-29,2017-08-29,916,104239,30-34,F,27,33,32,1186,0,0.0,1,0,2017-08-29,False,False,27_33_32,cluster_452,3,,0.0,0.0,0.0,0.0,0.0,0.0
710763,2017-08-29,2017-08-29,916,104252,30-34,F,15,19,17,5369,1,1.50999999,1,0,2017-08-29,False,False,15_19_17,cluster_147,2,,0.00018625442354255913,0.0,1.50999999,0.0,0.0,0.0
710836,2017-08-27,2017-08-27,916,104265,30-34,F,29,33,31,22221,7,9.430000067,1,1,2017-08-27,False,False,29_33_31,cluster_507,2,,0.0003150173259529274,0.14285714285714285,1.3471428667142857,9.430000067,20.0,2.1208907590562376
710867,2017-08-26,2017-08-26,916,104270,30-34,F,63,64,68,1185,0,0.0,1,0,2017-08-26,False,False,63_64_68,cluster_675,2,,0.0,0.0,0.0,0.0,0.0,0.0
710880,2017-08-26,2017-08-26,916,104272,30-34,F,65,70,68,13019,5,6.960000038,1,0,2017-08-26,False,False,65_70_68,cluster_731,2,,0.00038405407481373376,0.0,1.3920000076,0.0,0.0,0.0
710961,2017-08-27,2017-08-27,916,104285,35-39,F,25,29,26,2508,1,1.220000029,1,0,2017-08-27,False,False,25_29_26,cluster_380,1,,0.00039872408293460925,0.0,1.220000029,0.0,0.0,0.0
710968,2017-08-27,2017-08-27,916,104287,35-39,F,27,31,29,5864,2,2.799999952,1,1,2017-08-27,False,False,27_31_29,cluster_439,2,,0.00034106412005457026,0.5,1.399999976,2.799999952,20.0,7.142857265306125
711217,2017-08-27,2017-08-27,916,104328,35-39,F,20,26,23,2783,1,1.600000024,1,0,2017-08-27,False,False,20_26_23,cluster_266,3,,0.00035932446999640676,0.0,1.600000024,0.0,0.0,0.0
711623,2017-08-27,2017-08-27,916,104396,40-44,F,15,18,20,3812,1,1.129999995,2,1,2017-08-27,False,False,15_18_20,cluster_144,3,,0.00026232948583420777,1.0,1.129999995,1.129999995,20.0,17.699115122562457
711764,2017-08-27,2017-08-27,916,104419,45-49,F,10,16,11,11199,4,5.730000019,1,1,2017-08-27,False,False,10_16_11,cluster_063,3,,0.0003571747477453344,0.25,1.43250000475,5.730000019,20.0,3.4904013845868014
711785,2017-08-26,2017-08-26,916,104423,45-49,F,19,25,23,292,0,0.0,1,0,2017-08-26,False,False,19_25_23,cluster_240,2,,0.0,0.0,0.0,0.0,0.0,0.0
711877,2017-08-26,2017-08-26,916,104438,45-49,F,63,67,65,17572,7,9.379999995,1,0,2017-08-26,False,False,63_67_65,cluster_684,1,,0.00039836102890962894,0.0,1.3399999992857143,0.0,0.0,0.0
712052,2017-08-25,2017-08-25,916,104467,45-49,F,10,13,11,1448,0,0.0,1,1,2017-08-25,False,True,10_13_11,cluster_048,2,,0.0,0.0,0.0,0.0,20.0,0.0
734209,2017-08-25,2017-08-25,936,108654,30-34,M,10,16,14,1772,0,0.0,1,1,2017-08-25,False,True,10_16_14,cluster_066,3,,0.0,0.0,0.0,0.0,20.0,0.0
734210,2017-08-25,2017-08-25,936,108654,30-34,M,10,16,13,13329,4,5.629999995,1,1,2017-08-25,False,False,10_16_13,cluster_065,2,,0.00030009753169780176,0.25,1.40749999875,5.629999995,20.0,3.5523978717161615
734215,2017-08-26,2017-08-26,936,108655,30-34,M,15,19,17,13659,3,3.840000033,1,0,2017-08-26,False,False,15_19_17,cluster_147,2,,0.00021963540522732265,0.0,1.280000011,0.0,0.0,0.0
734243,2017-08-26,2017-08-26,936,108660,30-34,M,21,23,24,739,0,0.0,1,1,2017-08-26,False,True,21_23_24,cluster_283,2,,0.0,0.0,0.0,0.0,20.0,0.0
734266,2017-08-26,2017-08-26,936,108664,30-34,M,25,30,27,605,0,0.0,1,0,2017-08-26,False,False,25_30_27,cluster_382,2,,0.0,0.0,0.0,0.0,0.0,0.0
734272,2017-08-26,2017-08-26,936,108665,30-34,M,26,32,29,1030,0,0.0,1,0,2017-08-26,False,False,26_32_29,cluster_413,1,,0.0,0.0,0.0,0.0,0.0,0.0
734290,2017-08-26,2017-08-26,936,108668,30-34,M,29,32,35,5374,1,1.039999962,4,0,2017-08-26,False,False,29_32_35,cluster_506,1,,0.00018608113137327876,0.0,1.039999962,0.0,0.0,0.0
734313,2017-08-26,2017-08-26,936,108672,30-34,M,36,38,38,790,0,0.0,1,1,2017-08-26,False,True,36_38_38,cluster_650,2,,0.0,0.0,0.0,0.0,20.0,0.0
734314,2017-08-27,2017-08-27,936,108672,30-34,M,36,38,38,962,0,0.0,1,0,2017-08-27,False,False,36_38_38,cluster_650,2,,0.0,0.0,0.0,0.0,0.0,0.0
734352,2017-08-27,2017-08-27,936,108678,35-39,M,10,11,16,4423,1,1.460000038,1,1,2017-08-27,False,False,10_11_16,cluster_042,2,,0.00022609088853719196,1.0,1.460000038,1.460000038,20.0,13.698629780446621
734361,2017-08-29,2017-08-29,936,108680,35-39,M,16,19,19,12382,2,2.839999914,1,1,2017-08-29,False,False,16_19_19,cluster_174,3,,0.00016152479405588758,0.5,1.419999957,2.839999914,20.0,7.042253734378106
734381,2017-08-29,2017-08-29,936,108683,35-39,M,20,25,24,2938,1,1.350000024,1,1,2017-08-29,False,False,20_25_24,cluster_264,3,,0.0003403675970047651,1.0,1.350000024,1.350000024,20.0,14.814814551440334
734399,2017-08-28,2017-08-28,936,108686,35-39,M,23,24,27,239,0,0.0,1,0,2017-08-28,False,False,23_24_27,cluster_331,2,,0.0,0.0,0.0,0.0,0.0,0.0
734418,2017-08-29,2017-08-29,936,108689,35-39,M,26,27,28,591,0,0.0,1,0,2017-08-29,False,False,26_27_28,cluster_397,1,,0.0,0.0,0.0,0.0,0.0,0.0
734421,2017-08-29,2017-08-29,936,108690,35-39,M,27,29,32,10332,4,5.75,1,0,2017-08-29,False,False,27_29_32,cluster_433,3,,0.00038714672861014324,0.0,1.4375,0.0,0.0,0.0
734427,2017-08-29,2017-08-29,936,108691,35-39,M,28,29,31,8259,3,3.980000019,1,0,2017-08-29,False,False,28_29_31,cluster_463,1,,0.0003632401017072285,0.0,1.326666673,0.0,0.0,0.0
734433,2017-08-29,2017-08-29,936,108692,35-39,M,29,35,31,12158,3,4.449999928,1,0,2017-08-29,False,False,29_35_31,cluster_518,1,,0.0002467511103799967,0.0,1.4833333093333334,0.0,0.0,0.0
734582,2017-08-29,2017-08-29,936,108716,40-44,M,29,33,33,7709,2,1.320000052,2,0,2017-08-29,False,False,29_33_33,cluster_509,3,,0.0002594370216629913,0.0,0.660000026,0.0,0.0,0.0
734605,2017-08-28,2017-08-28,936,108720,40-44,M,36,37,41,834,0,0.0,1,0,2017-08-28,False,False,36_37_41,cluster_648,1,,0.0,0.0,0.0,0.0,0.0,0.0
734660,2017-08-28,2017-08-28,936,108729,45-49,M,18,22,23,1299,0,0.0,2,0,2017-08-28,False,False,18_22_23,cluster_211,1,,0.0,0.0,0.0,0.0,0.0,0.0
734666,2017-08-28,2017-08-28,936,108730,45-49,M,19,24,20,371,0,0.0,1,0,2017-08-28,False,False,19_24_20,cluster_237,1,,0.0,0.0,0.0,0.0,0.0,0.0
734726,2017-08-28,2017-08-28,936,108740,45-49,M,29,30,35,10466,3,4.090000033,1,0,2017-08-28,False,False,29_30_35,cluster_496,2,,0.0002866424613032677,0.0,1.3633333443333333,0.0,0.0,0.0
734737,2017-08-27,2017-08-27,936,108742,45-49,M,31,37,33,839,0,0.0,1,0,2017-08-27,False,False,31_37_33,cluster_588,1,,0.0,0.0,0.0,0.0,0.0,0.0
734785,2017-08-28,2017-08-28,936,108750,30-34,F,10,13,13,5576,1,1.529999971,1,1,2017-08-28,False,False,10_13_13,cluster_050,3,,0.0001793400286944046,1.0,1.529999971,1.529999971,20.0,13.071895672604558
734794,2017-08-28,2017-08-28,936,108752,30-34,F,16,19,17,4010,0,0.0,1,0,2017-08-28,False,False,16_19_17,cluster_172,1,,0.0,0.0,0.0,0.0,0.0,0.0
734796,2017-08-28,2017-08-28,936,108752,30-34,F,16,22,17,39337,7,10.03000009,1,1,2017-08-28,False,False,16_22_17,cluster_189,8,,0.00017794951318097466,0.14285714285714285,1.4328571557142857,10.03000009,20.0,1.9940179282690316
734800,2017-08-28,2017-08-28,936,108753,30-34,F,18,20,20,1635,0,0.0,1,0,2017-08-28,False,False,18_20_20,cluster_205,1,,0.0,0.0,0.0,0.0,0.0,0.0
734803,2017-08-28,2017-08-28,936,108753,30-34,F,18,19,21,1631,0,0.0,1,0,2017-08-28,False,False,18_19_21,cluster_203,3,,0.0,0.0,0.0,0.0,0.0,0.0
734852,2017-08-28,2017-08-28,936,108761,30-34,F,26,30,29,13479,3,4.25,1,0,2017-08-28,False,False,26_30_29,cluster_408,3,,0.00022256843979523704,0.0,1.4166666666666667,0.0,0.0,0.0
734854,2017-08-19,2017-08-19,936,108762,30-34,F,27,33,32,57022,13,20.29000032,3,3,2017-08-19,False,False,27_33_32,cluster_452,3,,0.0002279821823155975,0.23076923076923078,1.5607692553846155,6.76333344,60.0,2.957121688207051
734856,2017-08-19,2017-08-19,936,108762,30-34,F,27,28,32,5453,1,1.389999986,1,1,2017-08-19,False,False,27_28_32,cluster_429,1,,0.00018338529249954154,1.0,1.389999986,1.389999986,20.0,14.38848935355313
734866,2017-08-20,2017-08-20,936,108764,30-34,F,29,32,31,11803,3,4.440000057,1,0,2017-08-20,False,False,29_32_31,cluster_502,4,,0.0002541726679657714,0.0,1.480000019,0.0,0.0,0.0
734881,2017-08-20,2017-08-20,936,108766,30-34,F,31,32,34,4259,1,1.570000052,1,1,2017-08-20,False,False,31_32_34,cluster_581,1,,0.00023479690068091102,1.0,1.570000052,1.570000052,20.0,12.738853081260917
734901,2017-08-20,2017-08-20,936,108770,30-34,F,64,70,68,1554,0,0.0,1,0,2017-08-20,False,False,64_70_68,cluster_717,2,,0.0,0.0,0.0,0.0,0.0,0.0
734903,2017-08-20,2017-08-20,936,108770,30-34,F,64,69,67,5323,1,1.289999962,1,1,2017-08-20,False,False,64_69_67,cluster_711,1,,0.00018786398647379298,1.0,1.289999962,1.289999962,20.0,15.503876425695585
734925,2017-08-20,2017-08-20,936,108774,35-39,F,10,11,12,5024,1,1.409999967,1,1,2017-08-20,False,False,10_11_12,cluster_039,2,,0.00019904458598726116,1.0,1.409999967,1.409999967,20.0,14.184397495095826
734939,2017-08-20,2017-08-20,936,108776,35-39,F,16,19,22,104648,24,33.33000004,4,2,2017-08-20,False,False,16_19_22,cluster_177,4,,0.00022934026450577172,0.08333333333333333,1.3887500016666667,16.66500002,40.0,1.200120010560912
734968,2017-08-20,2017-08-20,936,108781,35-39,F,22,25,27,8504,3,3.340000093,1,1,2017-08-20,False,False,22_25_27,cluster_314,1,,0.0003527751646284102,0.3333333333333333,1.1133333643333334,3.340000093,20.0,5.98802378536341
734999,2017-08-20,2017-08-20,936,108786,35-39,F,27,32,32,20277,6,8.050000072,1,0,2017-08-20,False,False,27_32_32,cluster_447,1,,0.00029590176061547566,0.0,1.3416666786666667,0.0,0.0,0.0
735014,2017-08-19,2017-08-19,936,108788,35-39,F,29,34,30,12403,4,5.210000038,1,1,2017-08-19,False,False,29_34_30,cluster_512,3,,0.0003225026203337902,0.25,1.3025000095,5.210000038,20.0,3.838771565091493
735032,2017-08-19,2017-08-19,936,108791,35-39,F,32,33,34,498,0,0.0,1,1,2017-08-19,False,True,32_33_34,cluster_601,1,,0.0,0.0,0.0,0.0,20.0,0.0
735033,2017-08-18,2017-08-18,936,108792,35-39,F,36,40,40,652,0,0.0,0,0,2017-08-18,False,False,36_40_40,cluster_656,1,,0.0,0.0,0.0,0.0,0.0,0.0
735043,2017-08-18,2017-08-18,936,108793,35-39,F,63,65,69,1357,0,0.0,1,1,2017-08-18,False,True,63_65_69,cluster_679,2,,0.0,0.0,0.0,0.0,20.0,0.0
735048,2017-08-18,2017-08-18,936,108794,35-39,F,64,65,68,1393,0,0.0,1,0,2017-08-18,False,False,64_65_68,cluster_699,2,,0.0,0.0,0.0,0.0,0.0,0.0
735065,2017-08-19,2017-08-19,936,108797,40-44,F,7,10,12,648,0,0.0,1,0,2017-08-19,False,False,7_10_12,cluster_772,2,,0.0,0.0,0.0,0.0,0.0,0.0
735109,2017-08-19,2017-08-19,936,108804,40-44,F,21,26,25,708,0,0.0,1,1,2017-08-19,False,True,21_26_25,cluster_292,1,,0.0,0.0,0.0,0.0,20.0,0.0
735140,2017-08-19,2017-08-19,936,108809,40-44,F,26,27,31,6907,2,2.349999964,1,0,2017-08-19,False,False,26_27_31,cluster_398,2,,0.0002895613146083683,0.0,1.174999982,0.0,0.0,0.0
735143,2017-08-19,2017-08-19,936,108810,40-44,F,27,28,30,39035,13,19.32999957,1,0,2017-08-19,False,False,27_28_30,cluster_427,1,,0.0003330344562572051,0.0,1.4869230438461538,0.0,0.0,0.0
735151,2017-08-19,2017-08-19,936,108811,40-44,F,28,30,31,926,0,0.0,1,0,2017-08-19,False,False,28_30_31,cluster_466,1,,0.0,0.0,0.0,0.0,0.0,0.0
735184,2017-08-19,2017-08-19,936,108817,40-44,F,63,66,67,4412,1,1.450000048,1,0,2017-08-19,False,False,63_66_67,cluster_680,2,,0.00022665457842248413,0.0,1.450000048,0.0,0.0,0.0
735189,2017-08-21,2017-08-21,936,108818,40-44,F,64,65,66,9965,3,4.050000072,1,0,2017-08-21,False,False,64_65_66,cluster_697,1,,0.00030105368790767686,0.0,1.3500000239999999,0.0,0.0,0.0
735213,2017-08-21,2017-08-21,936,108822,45-49,F,10,16,11,73634,23,32.97999978,1,0,2017-08-21,False,False,10_16_11,cluster_063,3,,0.0003123557052448597,0.0,1.4339130339130435,0.0,0.0,0.0
735220,2017-08-18,2017-08-18,936,108823,45-49,F,15,17,17,69708,20,31.28999949,1,0,2017-08-18,False,False,15_17_17,cluster_138,3,,0.0002869111149365926,0.0,1.5644999745,0.0,0.0,0.0
735242,2017-08-18,2017-08-18,936,108826,45-49,F,19,25,21,530,0,0.0,1,0,2017-08-18,False,False,19_25_21,cluster_239,1,,0.0,0.0,0.0,0.0,0.0,0.0
735247,2017-08-18,2017-08-18,936,108827,45-49,F,20,24,25,14257,6,8.789999962,1,0,2017-08-18,False,False,20_24_25,cluster_262,2,,0.00042084590025952165,0.0,1.4649999936666667,0.0,0.0,0.0
735289,2017-08-18,2017-08-18,936,108834,45-49,F,27,30,30,20362,5,9.119999886,1,1,2017-08-18,False,False,27_30_30,cluster_436,2,,0.0002455554464198016,0.2,1.8239999772000002,9.119999886,20.0,2.192982483552632
735290,2017-08-18,2017-08-18,936,108834,45-49,F,27,29,33,12215,4,6.26000011,1,0,2017-08-18,False,False,27_29_33,cluster_434,1,,0.0003274662300450266,0.0,1.5650000275,0.0,0.0,0.0
735298,2017-08-18,2017-08-18,936,108836,45-49,F,29,31,32,85412,28,38.63999999,2,1,2017-08-18,False,False,29_31_32,cluster_498,1,,0.0003278227883669742,0.03571428571428571,1.3799999996428571,38.63999999,20.0,0.5175983438192542
736869,2017-08-18,2017-08-18,936,109448,30-34,M,2,6,8,2338,1,0.239999995,1,0,2017-08-18,False,False,2_6_8,cluster_532,1,,0.000427715996578272,0.0,0.239999995,0.0,0.0,0.0
736890,2017-08-18,2017-08-18,936,109451,30-34,M,15,16,20,2522,0,0.0,1,0,2017-08-18,False,False,15_16_20,cluster_135,1,,0.0,0.0,0.0,0.0,0.0,0.0
736893,2017-08-18,2017-08-18,936,109452,30-34,M,16,17,17,3587,0,0.0,1,0,2017-08-18,False,False,16_17_17,cluster_160,3,,0.0,0.0,0.0,0.0,0.0,0.0
736977,2017-08-18,2017-08-18,936,109470,30-34,M,27,30,28,1273,0,0.0,1,0,2017-08-18,False,False,27_30_28,cluster_435,3,,0.0,0.0,0.0,0.0,0.0,0.0
736988,2017-08-21,2017-08-21,936,109472,30-34,M,28,29,29,3891,1,1.090000033,1,0,2017-08-21,False,False,28_29_29,cluster_461,2,,0.00025700334104343357,0.0,1.090000033,0.0,0.0,0.0
736995,2017-08-21,2017-08-21,936,109473,30-34,M,29,34,34,1888,0,0.0,1,0,2017-08-21,False,False,29_34_34,cluster_515,1,,0.0,0.0,0.0,0.0,0.0,0.0
736997,2017-08-21,2017-08-21,936,109473,30-34,M,29,32,33,1895,0,0.0,1,0,2017-08-21,False,False,29_32_33,cluster_504,5,,0.0,0.0,0.0,0.0,0.0,0.0
737097,2017-08-21,2017-08-21,936,109498,35-39,M,7,10,11,715,0,0.0,1,0,2017-08-21,False,False,7_10_11,cluster_771,1,,0.0,0.0,0.0,0.0,0.0,0.0
737130,2017-08-21,2017-08-21,936,109507,35-39,M,16,19,18,11199,2,2.680000067,1,0,2017-08-21,False,False,16_19_18,cluster_173,4,,0.0001785873738726672,0.0,1.3400000335,0.0,0.0,0.0
737320,2017-08-18,2017-08-18,936,109553,35-39,M,63,64,66,5676,2,3.00999999,1,0,2017-08-18,False,False,63_64_66,cluster_673,3,,0.00035236081747709656,0.0,1.504999995,0.0,0.0,0.0
737375,2017-08-21,2017-08-21,936,109565,40-44,M,10,11,11,1415,0,0.0,1,0,2017-08-21,False,False,10_11_11,cluster_038,1,,0.0,0.0,0.0,0.0,0.0,0.0
737524,2017-08-21,2017-08-21,936,109601,40-44,M,30,34,33,2148,1,1.580000043,1,1,2017-08-21,False,False,30_34_33,cluster_557,2,,0.0004655493482309125,1.0,1.580000043,1.580000043,20.0,12.6582275036052
737644,2017-08-21,2017-08-21,936,109629,45-49,M,16,22,17,45401,10,14.06000042,1,0,2017-08-21,False,False,16_22_17,cluster_189,8,,0.00022025946565053632,0.0,1.406000042,0.0,0.0,0.0
737657,2017-08-18,2017-08-18,936,109633,45-49,M,18,23,20,7478,2,2.900000095,1,1,2017-08-18,False,False,18_23_20,cluster_213,2,,0.0002674511901577962,0.5,1.4500000475,2.900000095,20.0,6.896551498216416
737658,2017-08-18,2017-08-18,936,109633,45-49,M,18,19,24,4919,1,1.590000033,1,0,2017-08-18,False,False,18_19_24,cluster_204,1,,0.00020329335230737954,0.0,1.590000033,0.0,0.0,0.0
737674,2017-08-20,2017-08-20,936,109637,45-49,M,20,21,24,533,0,0.0,1,1,2017-08-20,False,True,20_21_24,cluster_251,4,,0.0,0.0,0.0,0.0,20.0,0.0
737766,2017-08-20,2017-08-20,936,109659,45-49,M,29,33,33,1447,0,0.0,1,1,2017-08-20,False,True,29_33_33,cluster_509,3,,0.0,0.0,0.0,0.0,20.0,0.0
737896,2017-08-20,2017-08-20,936,109689,30-34,F,16,21,22,17553,3,4.590000153,1,0,2017-08-20,False,False,16_21_22,cluster_188,4,,0.00017091095539224064,0.0,1.530000051,0.0,0.0,0.0
